Catalog Number,Calendar Date,Eclipse Time,Delta T (s),Lunation Number,Saros Number,Eclipse Type,Gamma,Eclipse Magnitude,Latitude,Longitude,Sun Altitude,Sun Azimuth,Path Width (km),Central Duration
06538,741 February 20,13:25:25,3431,-15570,71,P,-1.4296,0.1966,61.4S,104.5E,0,250,,
06539,741 March 21,22:02:37,3430,-15569,109,P,1.1553,0.7203,60.9N,132.0E,0,86,,
06540,741 September 14,19:52:17,3426,-15563,114,P,-1.2506,0.5335,60.8S,168.3E,0,86,,
06541,742 February 10,04:48:57,3423,-15558,81,T,-0.7774,1.0203,56.2S,162.8E,39,312,109,01m22s
06542,742 August 5,08:27:12,3419,-15552,86,A,0.8707,0.9901,65.6N,122.9E,29,243,71,00m40s
06543,743 January 30,15:05:55,3414,-15546,91,A,-0.0792,0.969,21.0S,26.3W,85,337,112,03m15s
06544,743 July 25,20:46:00,3410,-15540,96,Tm,0.0819,1.0547,23.7N,114.5W,85,200,181,04m46s
06545,744 January 19,17:56:37,3406,-15534,101,A,0.6418,0.9227,18.4N,84.1W,50,161,375,09m52s
06546,744 July 14,13:26:41,3402,-15528,106,T,-0.6512,1.0741,18.0S,17.5W,49,16,314,06m30s
06547,745 January 7,17:04:29,3398,-15522,111,P,1.3168,0.4226,63.8N,94.4W,0,148,,
06548,745 June 4,21:22:42,3394,-15517,78,P,1.1724,0.6809,67.1N,52.9E,0,0,,
06549,745 July 4,05:53:18,3394,-15516,116,P,-1.4085,0.2381,64.5S,78.2E,0,26,,
06550,745 November 28,05:47:42,3390,-15511,83,A,-0.9354,0.9847,86.7S,19.2W,20,125,157,00m54s
06551,746 May 25,05:34:14,3386,-15505,88,A,0.4356,0.9713,47.5N,106.5E,64,174,114,02m48s
06552,746 November 17,19:06:17,3382,-15499,93,T,-0.2232,1.0409,33.1S,97.3W,77,8,140,03m33s
06553,747 May 14,07:16:41,3378,-15493,98,A,-0.332,0.9466,0.1N,86.1E,71,352,208,07m27s
06554,747 November 7,10:53:06,3373,-15487,103,T,0.4487,1.0416,8.9N,32.0E,63,190,155,04m00s
06555,748 May 2,08:36:33,3369,-15481,108,P,-1.0762,0.8378,70.0S,99.3E,0,326,,
06556,748 October 27,00:26:16,3365,-15475,113,P,1.1709,0.6789,70.5N,131.5W,0,223,,
06557,749 March 23,06:13:53,3362,-15470,80,T,0.8932,1.0275,60.6N,68.0E,26,141,208,01m53s
06558,749 September 16,15:10:13,3357,-15464,85,As,-0.9773,0.9269,68.3S,89.2W,11,56,-,05m42s
06559,750 March 12,21:54:22,3353,-15458,90,T,0.16,1.0647,7.0N,135.1W,81,162,214,05m46s
06560,750 September 5,14:57:59,3349,-15452,95,A,-0.262,0.9381,8.9S,35.8W,75,17,238,08m00s
06561,751 March 2,14:04:34,3345,-15446,100,T,-0.5512,1.0401,37.8S,2.1W,56,338,160,03m16s
06562,751 August 25,18:12:50,3341,-15440,105,A,0.4805,0.9789,37.4N,69.8W,61,200,85,02m04s
06563,752 January 21,11:25:26,3337,-15435,72,Pe,1.55,0.02,69.1N,2.1E,0,157,,
06564,752 February 20,02:05:24,3337,-15434,110,P,-1.3174,0.4159,71.2S,72.7W,0,238,,
06565,752 July 15,20:39:39,3333,-15429,77,P,-1.3816,0.2859,68.3S,130.1W,0,14,,
06566,752 August 14,04:50:37,3333,-15428,115,P,1.1859,0.6576,70.7N,105.2W,0,315,,
06567,753 January 9,12:29:12,3329,-15423,82,A,0.906,0.9116,43.6N,4.4E,25,175,805,10m07s
06568,753 July 5,13:47:40,3325,-15417,87,T,-0.6509,1.0725,18.1S,13.4W,49,1,310,06m38s
06569,753 December 29,11:55:43,3321,-15411,92,A,0.217,0.9326,10.6S,16.8E,78,181,258,09m16s
06570,754 June 25,05:23:15,3317,-15405,97,Tm,0.0955,1.0391,29.1N,112.7E,84,177,132,03m43s
06571,754 December 18,16:57:41,3313,-15399,102,A,-0.4824,0.9799,52.5S,64.5W,61,8,82,01m45s
06572,755 June 14,15:09:50,3308,-15393,107,A,0.9053,0.9746,83.1N,112.7W,25,98,217,01m38s
06573,755 December 8,05:00:55,3304,-15387,112,P,-1.1301,0.7604,64.8S,38.2W,0,158,,
06574,756 May 4,02:54:59,3301,-15382,79,P,-1.1544,0.6982,62.3S,156.8W,0,309,,
06575,756 October 28,09:53:47,3297,-15376,84,T,0.9127,1.0254,44.9N,73.6E,24,214,208,01m55s
06576,757 April 23,05:24:52,3293,-15370,89,A,-0.3722,0.9766,6.3S,120.8E,68,335,89,02m34s
06577,757 October 17,22:05:15,3289,-15364,94,A,0.2349,0.9868,1.3N,135.1W,76,206,48,01m20s
06578,758 April 12,14:46:19,3284,-15358,99,T,0.4002,1.0295,30.8N,40.4W,66,149,108,02m27s
06579,758 October 7,03:19:35,3280,-15352,104,A,-0.4959,0.9385,32.6S,124.4E,60,34,259,06m12s
06580,759 March 3,21:42:22,3277,-15347,71,P,-1.462,0.134,61.1S,29.1W,0,259,,
06581,759 April 2,05:56:17,3276,-15346,109,P,1.1044,0.819,61.0N,4.2E,0,77,,
06582,759 September 26,03:11:57,3272,-15340,114,P,-1.2093,0.6027,60.8S,49.1E,0,95,,
06583,760 February 21,13:05:15,3269,-15335,81,T,-0.8057,1.0199,53.6S,39.6E,36,310,113,01m22s
06584,760 August 15,15:46:22,3265,-15329,86,A,0.9284,0.9888,64.5N,24.9E,21,255,106,00m43s
06585,761 February 9,23:08:52,3260,-15323,91,A,-0.1007,0.9686,18.5S,146.9W,84,334,113,03m15s
06586,761 August 5,04:19:51,3256,-15317,96,T,0.1459,1.0548,24.1N,133.1E,81,204,183,04m38s
06587,762 January 30,01:45:52,3252,-15311,101,A,0.6242,0.9239,19.2N,156.4E,51,157,360,09m22s
06588,762 July 25,21:02:22,3248,-15305,106,T,-0.5842,1.0729,14.8S,132.8W,54,19,289,06m20s
06589,763 January 19,01:00:28,3244,-15299,111,P,1.3022,0.447,63.0N,136.6E,0,138,,
06590,763 June 16,04:27:29,3241,-15294,78,P,1.2526,0.5326,66.1N,64.5W,0,350,,
06591,763 July 15,13:14:24,3240,-15293,116,P,-1.3432,0.3625,63.7S,42.4W,0,35,,
06592,763 December 9,14:25:24,3237,-15288,83,A,-0.9348,0.9872,86.6S,127.7E,20,208,131,00m45s
06593,764 June 4,12:12:18,3232,-15282,88,A,0.5199,0.9685,54.5N,9.5E,58,180,133,02m55s
06594,764 November 28,03:55:17,3228,-15276,93,T,-0.227,1.0412,35.4S,131.9E,77,3,142,03m32s
06595,765 May 24,13:41:46,3224,-15270,98,A,-0.2465,0.948,7.3N,12.3W,76,356,197,07m17s
06596,765 November 17,19:39:02,3220,-15264,103,T,0.443,1.0389,6.0N,101.2W,64,186,145,03m49s
06597,766 May 13,15:18:08,3216,-15258,108,As,-0.9955,0.9562,66.1S,17.0W,3,341,-,03m35s
06598,766 November 7,08:52:52,3212,-15252,113,P,1.1644,0.6897,69.6N,88.5E,0,210,,
06599,767 April 3,13:57:12,3209,-15247,80,T,0.9422,1.0311,69.2N,67.0W,19,125,319,01m55s
06600,767 September 27,22:34:38,3205,-15241,85,A-,-1.0165,0.927,72.0S,112.6E,0,100,-,-
06601,768 March 23,05:55:58,3200,-15235,90,T,0.205,1.0679,13.9N,102.1E,78,162,226,05m56s
06602,768 September 15,22:12:37,3196,-15229,95,A,-0.3084,0.9362,15.8S,147.1W,72,18,249,08m00s
06603,769 March 12,22:09:04,3192,-15223,100,T,-0.5145,1.0413,31.1S,126.0W,59,339,160,03m32s
06604,769 September 5,01:40:10,3188,-15217,105,A,0.4288,0.9795,30.0N,175.9E,64,200,80,02m06s
06605,770 March 2,09:57:41,3184,-15211,110,P,-1.2892,0.4661,71.7S,154.8E,0,251,,
06606,770 July 27,04:12:53,3181,-15206,77,P,-1.4428,0.1682,69.2S,104.3E,0,25,,
06607,770 August 25,12:34:31,3180,-15205,115,P,1.1309,0.7603,71.3N,125.0E,0,302,,
06608,771 January 20,20:20:40,3177,-15200,82,A,0.921,0.9125,47.5N,119.4W,22,169,863,09m32s
06609,771 July 16,21:18:26,3173,-15194,87,T,-0.7214,1.0684,25.2S,129.8W,44,6,322,06m04s
06610,772 January 9,20:01:18,3169,-15188,92,A,0.2248,0.9358,8.7S,105.1W,77,176,245,08m46s
06611,772 July 5,12:35:35,3165,-15182,97,T,0.0204,1.0347,23.9N,4.9E,89,181,117,03m27s
06612,772 December 29,01:29:11,3160,-15176,102,A,-0.4778,0.9836,51.9S,172.2E,61,1,66,01m26s
06613,773 June 24,21:52:22,3156,-15170,107,A,0.8257,0.9734,79.1N,148.0W,34,165,171,01m53s
06614,773 December 18,13:51:01,3152,-15164,112,P,-1.1264,0.7678,65.9S,178.5E,0,168,,
06615,774 May 15,09:22:59,3149,-15159,79,P,-1.2361,0.5588,63.0S,96.4E,0,318,,
06616,774 November 8,18:33:10,3145,-15153,84,T,0.9242,1.021,45.0N,60.4W,22,209,186,01m38s
06617,775 May 4,12:19:13,3141,-15147,89,A,-0.4448,0.9812,7.7S,16.8E,64,338,74,02m06s
06618,775 October 29,06:19:41,3137,-15141,94,A,0.2517,0.9814,1.3S,100.4E,75,204,68,01m57s
06619,776 April 22,22:13:29,3133,-15135,99,T,0.3357,1.0356,31.4N,150.8W,70,151,127,02m58s
06620,776 October 17,11:03:26,3129,-15129,104,A,-0.4712,0.9343,35.6S,8.5E,62,33,275,06m37s
06621,777 March 14,05:52:01,3125,-15124,71,Pe,-1.5004,0.0595,61.0S,160.9W,0,268,,
06622,777 April 12,13:44:14,3125,-15123,109,P,1.0485,0.9279,61.3N,122.2W,0,69,,
06623,777 October 6,10:39:54,3121,-15117,114,P,-1.1742,0.6611,60.9S,72.1W,0,104,,
06624,778 March 3,21:12:24,3117,-15112,81,T,-0.8411,1.0192,51.9S,81.3W,32,310,119,01m20s
06625,778 August 26,23:14:42,3113,-15106,86,A,0.9795,0.9864,63.1N,71.8W,11,269,250,00m50s
06626,779 February 21,07:00:09,3109,-15100,91,A,-0.1312,0.9685,16.1S,95.2E,82,332,114,03m14s
06627,779 August 16,12:02:26,3105,-15094,96,T,0.2033,1.0544,23.5N,18.3E,78,207,183,04m29s
06628,780 February 10,09:25:34,3101,-15088,101,A,0.5986,0.9257,20.2N,39.7E,53,154,341,08m49s
06629,780 August 5,04:43:27,3097,-15082,106,T,-0.522,1.0708,13.0S,110.9E,58,23,267,06m03s
06630,781 January 29,08:50:22,3093,-15076,111,P,1.282,0.4807,62.2N,9.5E,0,128,,
06631,781 June 26,11:30:44,3090,-15071,78,P,1.333,0.3849,65.1N,178.9E,0,340,,
06632,781 July 25,20:37:53,3089,-15070,116,P,-1.2802,0.4816,62.9S,163.3W,0,44,,
06633,781 December 19,23:04:25,3086,-15065,83,A,-0.9337,0.9903,83.2S,37.2W,21,242,97,00m34s
06634,782 June 15,18:45:24,3082,-15059,88,A,0.6075,0.9649,61.0N,83.3W,52,188,160,03m02s
06635,782 December 9,12:47:43,3078,-15053,93,T,-0.2283,1.0421,36.7S,0.7E,77,358,145,03m34s
06636,783 June 4,20:03:18,3074,-15047,98,A,-0.1578,0.9489,13.9N,109.0W,81,360,190,07m01s
06637,783 November 29,04:28:09,3070,-15041,103,T,0.4403,1.0365,3.9N,124.9E,64,182,137,03m39s
06638,784 May 23,21:58:34,3066,-15035,108,A,-0.9126,0.9653,44.6S,132.5W,24,354,309,03m30s
06639,784 November 17,17:23:51,3062,-15029,113,P,1.1619,0.6934,68.7N,52.0W,0,198,,
06640,785 April 13,21:35:47,3059,-15024,80,Tn,0.9956,1.0317,72.8N,113.4E,3,63,-,01m40s
06641,785 October 8,06:06:06,3055,-15018,85,P,-1.0495,0.8699,71.7S,15.0W,0,114,,
06642,786 April 3,13:51:28,3051,-15012,90,T,0.2552,1.0709,21.0N,19.3W,75,162,238,06m02s
06643,786 September 27,05:36:17,3047,-15006,95,A,-0.3475,0.9344,22.4S,99.6E,70,19,260,07m57s
06644,787 March 24,06:05:01,3043,-15000,100,T,-0.4715,1.0422,24.2S,111.9E,62,341,159,03m46s
06645,787 September 16,09:18:23,3039,-14994,105,A,0.3853,0.9799,23.1N,58.8E,67,199,77,02m07s
06646,788 March 12,17:41:00,3035,-14988,110,P,-1.2547,0.5273,71.9S,24.3E,0,265,,
06647,788 August 6,11:52:52,3031,-14983,77,Pe,-1.4989,0.0607,70.0S,23.7W,0,37,,
06648,788 September 4,20:26:59,3031,-14982,115,P,1.0824,0.8508,71.8N,7.6W,0,288,,
06649,789 January 31,04:05:08,3027,-14977,82,A,0.9412,0.9136,52.7N,117.2E,19,162,984,08m47s
06650,789 July 27,04:53:37,3023,-14971,87,T,-0.7876,1.0636,32.9S,111.7E,38,10,338,05m22s
06651,790 January 20,04:01:48,3019,-14965,92,A,0.2375,0.9396,5.8S,133.9E,76,172,230,08m07s
06652,790 July 16,19:49:25,3015,-14959,97,T,-0.0525,1.0296,18.0N,104.1W,87,6,100,03m03s
06653,791 January 9,09:57:36,3011,-14953,102,A,-0.47,0.988,49.8S,48.9E,62,354,48,01m03s
06654,791 July 6,04:35:40,3007,-14947,107,A,0.7473,0.971,71.2N,127.5E,41,184,158,02m14s
06655,791 December 29,22:38:40,3004,-14941,112,P,-1.1206,0.7792,67.0S,35.4E,0,179,,
06656,792 May 25,15:48:34,3000,-14936,79,P,-1.3193,0.4161,63.8S,10.0W,0,327,,
06657,792 June 24,06:42:26,3000,-14935,117,Pb,1.532,0.0523,66.4N,80.5W,0,7,,
06658,792 November 19,03:16:47,2996,-14930,84,T,0.9316,1.0172,45.2N,163.8E,21,203,162,01m23s
06659,793 May 14,19:09:27,2992,-14924,89,A,-0.5216,0.9852,10.3S,86.4W,58,342,61,01m41s
06660,793 November 8,14:39:47,2988,-14918,94,A,0.2631,0.9765,3.7S,25.5W,75,200,87,02m34s
06661,794 May 4,05:34:59,2984,-14912,99,T,0.2658,1.0413,31.2N,100.6E,74,155,143,03m30s
06662,794 October 28,18:54:46,2980,-14906,104,A,-0.4528,0.9305,38.8S,108.9W,63,31,290,07m02s
06663,795 April 23,21:24:56,2976,-14900,109,Tn,0.9863,1.0587,65.2N,130.7E,9,76,-,02m58s
06664,795 October 17,18:17:55,2973,-14894,114,P,-1.1468,0.7065,61.3S,164.1E,0,113,,
06665,796 March 14,05:11:10,2969,-14889,81,T,-0.883,1.0181,51.4S,160.4E,28,309,129,01m16s
06666,796 September 6,06:51:48,2965,-14883,86,P,1.0242,0.9435,61.0N,172.4W,0,280,,
06667,797 March 3,14:43:35,2961,-14877,91,A,-0.1675,0.9685,13.7S,20.8W,80,331,115,03m14s
06668,797 August 26,19:51:37,2957,-14871,96,T,0.2556,1.0535,22.2N,98.4W,75,209,182,04m21s
06669,798 February 20,16:57:03,2954,-14865,101,A,0.5668,0.9279,21.3N,74.5W,55,151,321,08m15s
06670,798 August 16,12:29:41,2950,-14859,106,T,-0.4642,1.068,12.4S,6.5W,62,26,248,05m42s
06671,799 February 9,16:34:07,2946,-14853,111,P,1.2562,0.5241,61.6N,116.0W,0,119,,
06672,799 July 7,18:35:08,2942,-14848,78,P,1.4112,0.2426,64.2N,62.4E,0,331,,
06673,799 August 6,04:06:08,2942,-14847,116,P,-1.2217,0.591,62.2S,74.8E,0,54,,
06674,799 December 31,07:41:20,2938,-14842,83,A,-0.9351,0.9939,79.1S,179.4W,20,254,62,00m21s
06675,800 June 26,01:19:56,2935,-14836,88,A,0.6928,0.9608,66.4N,171.9W,46,201,198,03m11s
06676,800 December 19,21:39:25,2931,-14830,93,T,-0.2307,1.0434,37.0S,130.0W,76,352,149,03m38s
06677,801 June 15,02:24:30,2927,-14824,98,A,-0.0686,0.9495,19.8N,155.3E,86,4,186,06m41s
06678,801 December 9,13:18:07,2923,-14818,103,T,0.4386,1.0346,2.7N,9.0W,64,178,130,03m29s
06679,802 June 4,04:38:09,2919,-14812,108,A,-0.8275,0.9711,33.2S,121.9E,34,360,185,03m12s
06680,802 November 29,01:56:35,2915,-14806,113,P,1.1616,0.6933,67.6N,167.8E,0,186,,
06681,803 April 25,05:07:36,2912,-14801,80,P,1.0553,0.9074,70.5N,21.3W,0,43,,
06682,803 May 24,13:35:52,2911,-14800,118,Pb,-1.5325,0.0122,68.1S,0.7W,0,348,,
06683,803 October 19,13:46:27,2908,-14795,85,P,-1.0747,0.8264,71.2S,144.4W,0,128,,
06684,804 April 13,21:39:23,2904,-14789,90,T,0.3118,1.0732,28.3N,138.5W,72,163,250,06m03s
06685,804 October 7,13:09:48,2900,-14783,95,A,-0.3789,0.9329,28.6S,15.7W,68,19,270,07m52s
06686,805 April 3,13:51:56,2896,-14777,100,T,-0.4214,1.0429,17.1S,8.1W,65,342,157,04m00s
06687,805 September 26,17:06:36,2892,-14771,105,A,0.3492,0.9802,16.6N,60.7W,69,198,75,02m09s
06688,806 March 24,01:12:11,2888,-14765,110,P,-1.2111,0.6048,71.9S,103.2W,0,279,,
06689,806 September 16,04:28:29,2884,-14759,115,P,1.0409,0.9284,72.0N,142.7W,0,274,,
06690,807 February 11,11:42:08,2881,-14754,82,A,0.9674,0.9147,59.8N,7.8W,14,152,1318,07m53s
06691,807 August 7,12:33:13,2877,-14748,87,T,-0.8498,1.0579,41.4S,9.4W,31,16,361,04m35s
06692,808 January 31,11:57:31,2873,-14742,92,A,0.2548,0.9439,1.9S,13.8E,75,169,214,07m22s
06693,808 July 27,03:06:05,2869,-14736,97,T,-0.1222,1.0241,11.7N,145.4E,83,9,83,02m33s
06694,809 January 19,18:23:53,2866,-14730,102,A,-0.4598,0.9929,46.6S,75.0W,62,349,28,00m38s
06695,809 July 16,11:18:57,2862,-14724,107,A,0.6696,0.9679,62.9N,31.3E,48,191,156,02m41s
06696,810 January 9,07:25:19,2858,-14718,112,P,-1.1139,0.7924,68.0S,108.0W,0,191,,
06697,810 June 5,22:12:29,2855,-14713,79,P,-1.4034,0.2714,64.7S,116.3W,0,336,,
06698,810 July 5,13:05:52,2854,-14712,117,P,1.4484,0.1957,67.4N,172.4E,0,357,,
06699,810 November 30,12:02:24,2851,-14707,84,T,0.9373,1.0139,45.7N,27.2E,20,197,138,01m08s
06700,811 May 26,01:59:01,2847,-14701,89,A,-0.5998,0.9887,14.1S,170.1E,53,346,49,01m17s
06701,811 November 19,23:02:52,2843,-14695,94,A,0.271,0.9722,5.6S,152.0W,74,196,103,03m10s
06702,812 May 14,12:55:16,2839,-14689,99,T,0.1939,1.0464,30.3N,7.6W,79,160,157,04m00s
06703,812 November 8,02:49:59,2835,-14683,104,A,-0.4381,0.9272,41.9S,133.5E,64,27,303,07m26s
06704,813 May 4,05:01:53,2831,-14677,109,T,0.9209,1.0659,68.6N,43.5E,23,101,556,03m34s
06705,813 October 28,02:03:14,2828,-14671,114,P,-1.1249,0.7426,61.8S,38.4E,0,122,,
06706,814 March 25,12:59:04,2824,-14666,81,T,-0.9332,1.0161,52.9S,46.7E,21,307,152,01m07s
06707,814 September 17,14:39:24,2821,-14660,86,P,1.0612,0.8771,60.9N,61.4E,0,272,,
06708,815 March 14,22:15:01,2817,-14654,91,A,-0.2128,0.9684,11.7S,133.7W,78,330,116,03m15s
06709,815 September 7,03:50:18,2813,-14648,96,T,0.3003,1.0522,20.3N,142.1E,72,210,180,04m14s
06710,816 March 3,00:17:49,2809,-14642,101,A,0.5262,0.9304,22.6N,174.4E,58,149,300,07m45s
06711,816 August 26,20:23:34,2805,-14636,106,T,-0.4132,1.0647,12.8S,125.7W,66,28,230,05m20s
06712,817 February 20,00:10:20,2801,-14630,111,P,1.2237,0.5794,61.2N,120.6E,0,110,,
06713,817 July 18,01:39:41,2798,-14625,78,Pe,1.488,0.1042,63.4N,53.8W,0,322,,
06714,817 August 16,11:38:18,2797,-14624,116,P,-1.167,0.6921,61.7S,47.8W,0,63,,
06715,818 January 10,16:17:09,2794,-14619,83,A,-0.9382,0.9979,75.1S,43.4E,20,261,22,00m07s
06716,818 July 7,07:53:36,2790,-14613,88,A,0.7782,0.9561,70.2N,105.9E,39,219,256,03m22s
06717,818 December 31,06:30:18,2787,-14607,93,T,-0.2339,1.0452,36.3S,99.3E,76,347,155,03m44s
06718,819 June 26,08:46:33,2783,-14601,98,Am,0.0201,0.9495,24.7N,60.3E,89,188,185,06m22s
06719,819 December 20,22:08:51,2779,-14595,103,T,0.4377,1.0332,2.2N,143.0W,64,174,124,03m19s
06720,820 June 14,11:19:09,2775,-14589,108,A,-0.7426,0.9759,24.5S,17.9E,42,4,128,02m49s
06721,820 December 9,10:30:28,2771,-14583,113,P,1.1629,0.6904,66.5N,27.9E,0,175,,
06722,821 May 5,12:36:38,2768,-14578,80,P,1.1177,0.7903,69.7N,146.6W,0,31,,
06723,821 June 3,20:45:44,2768,-14577,118,P,-1.4545,0.1561,67.1S,119.9W,0,359,,
06724,821 October 29,21:33:18,2764,-14572,85,P,-1.0942,0.7929,70.4S,85.1E,0,141,,
06725,822 April 25,05:20:58,2761,-14566,90,T,0.3737,1.075,35.8N,104.2E,68,164,262,05m58s
06726,822 October 18,20:52:23,2757,-14560,95,A,-0.4031,0.9318,34.4S,132.5W,66,18,278,07m45s
06727,823 April 14,21:31:15,2753,-14554,100,T,-0.3655,1.0431,9.9S,126.0W,68,345,154,04m11s
06728,823 October 8,01:04:03,2749,-14548,105,A,0.3201,0.9807,10.7N,177.7E,71,197,72,02m09s
06729,824 April 3,08:35:03,2745,-14542,110,P,-1.1616,0.6928,71.6S,131.6E,0,293,,
06730,824 September 26,12:39:01,2742,-14536,115,P,1.0062,0.9929,71.9N,79.8E,0,260,,
06731,825 February 21,19:10:32,2738,-14531,82,A+,1.0002,0.9516,71.5N,154.8W,0,119,-,-
06732,825 August 17,20:18:04,2735,-14525,87,T,-0.9071,1.0515,50.7S,134.1W,24,23,406,03m46s
06733,826 February 10,19:46:24,2731,-14519,92,A,0.278,0.9487,2.8N,105.1W,74,166,196,06m32s
06734,826 August 7,10:27:15,2727,-14513,97,T,-0.1869,1.018,5.0N,33.1E,79,12,63,01m56s
06735,827 January 31,02:43:18,2723,-14507,102,A,-0.4435,0.9983,42.3S,161.5E,63,345,7,00m09s
06736,827 July 27,18:06:50,2719,-14501,107,A,0.5966,0.9642,54.7N,69.8W,53,195,161,03m15s
06737,828 January 20,16:07:03,2716,-14495,112,P,-1.1035,0.8129,69.1S,109.3E,0,203,,
06738,828 June 16,04:36:44,2712,-14490,79,Pe,-1.487,0.1273,65.7S,137.0E,0,346,,
06739,828 July 15,19:32:47,2712,-14489,117,P,1.3671,0.3348,68.4N,64.0E,0,346,,
06740,828 December 10,20:49:00,2709,-14484,84,T,0.9416,1.0113,46.6N,110.0W,19,191,117,00m56s
06741,829 June 5,08:47:46,2705,-14478,89,A,-0.6791,0.9916,19.2S,66.2E,47,349,40,00m57s
06742,829 November 30,07:29:09,2701,-14472,94,A,0.2757,0.9685,6.9S,80.8E,74,192,118,03m43s
06743,830 May 25,20:11:21,2697,-14466,99,T,0.1178,1.0508,28.4N,114.9W,83,164,170,04m31s
06744,830 November 19,10:51:10,2694,-14460,104,A,-0.4289,0.9245,44.7S,15.1E,64,23,314,07m47s
06745,831 May 15,12:34:04,2690,-14454,109,T,0.8514,1.0705,69.6N,50.4W,31,120,439,04m00s
06746,831 November 8,09:55:47,2686,-14448,114,P,-1.1085,0.7696,62.4S,89.2W,0,131,,
06747,832 April 4,20:39:15,2683,-14443,81,T,-0.9888,1.012,58.4S,56.1W,8,298,305,00m47s
06748,832 September 27,22:36:40,2679,-14437,86,P,1.0908,0.8238,60.9N,67.2W,0,263,,
06749,833 March 25,05:37:48,2675,-14431,91,A,-0.2645,0.9683,10.1S,115.4E,75,331,117,03m18s
06750,833 September 17,11:56:03,2672,-14425,96,T,0.3394,1.0507,18.0N,20.3E,70,211,178,04m08s
06751,834 March 14,07:30:30,2668,-14419,101,A,0.4792,0.9331,23.9N,65.8E,61,148,280,07m17s
06752,834 September 7,04:24:14,2664,-14413,106,T,-0.368,1.0609,14.2S,113.6E,68,30,214,04m58s
06753,835 March 3,07:38:42,2661,-14407,111,P,1.1839,0.6476,60.9N,0.7W,0,101,,
06754,835 August 27,19:17:30,2657,-14401,116,P,-1.1186,0.7805,61.3S,172.0W,0,71,,
06755,836 January 22,00:48:35,2654,-14396,83,H,-0.9459,1.0021,71.2S,89.1W,18,265,23,00m07s
06756,836 July 17,14:30:27,2650,-14390,88,A,0.8599,0.9508,71.6N,29.0E,30,242,354,03m34s
06757,837 January 10,15:17:40,2646,-14384,93,T,-0.2405,1.0473,34.7S,30.7W,76,342,162,03m52s
06758,837 July 6,15:11:47,2642,-14378,98,A,0.1066,0.9491,28.5N,34.6W,84,194,188,06m05s
06759,837 December 31,06:56:29,2639,-14372,103,T,0.4348,1.0323,2.5N,83.7E,64,169,121,03m12s
06760,838 June 25,18:01:51,2635,-14366,108,A,-0.6578,0.9798,17.4S,85.4W,49,8,95,02m24s
06761,838 December 20,19:02:58,2631,-14360,113,P,1.1638,0.6885,65.5N,111.2W,0,164,,
06762,839 May 16,20:01:39,2628,-14355,80,P,1.1841,0.6646,68.7N,89.6E,0,19,,
06763,839 June 15,03:56:24,2628,-14354,118,P,-1.3758,0.3023,66.1S,121.2E,0,9,,
06764,839 November 10,05:25:44,2624,-14349,85,P,-1.1088,0.7679,69.5S,46.1W,0,154,,
06765,840 May 5,12:57:06,2621,-14343,90,T,0.4402,1.0759,43.3N,11.0W,64,166,274,05m46s
06766,840 October 29,04:43:55,2617,-14337,95,A,-0.4208,0.9311,39.4S,109.3E,65,16,284,07m35s
06767,841 April 25,05:01:45,2613,-14331,100,T,-0.3029,1.0429,2.8S,118.4E,72,347,150,04m17s
06768,841 October 18,09:11:07,2610,-14325,105,A,0.298,0.9812,5.5N,53.9E,73,195,70,02m08s
06769,842 April 14,15:47:20,2606,-14319,110,P,-1.1039,0.795,71.1S,9.3E,0,306,,
06770,842 October 7,20:58:30,2602,-14313,115,T,0.9787,1.0229,65.2N,84.3W,11,223,403,01m30s
06771,843 March 5,02:29:36,2599,-14308,82,P,1.0404,0.8856,71.9N,80.9E,0,105,,
06772,843 August 29,04:09:48,2595,-14302,87,T,-0.9582,1.0442,60.8S,94.1E,16,35,526,02m56s
06773,844 February 22,03:29:45,2592,-14296,92,A,0.3065,0.9538,8.3N,137.0E,72,164,177,05m41s
06774,844 August 17,17:52:11,2588,-14290,97,H,-0.2475,1.0117,1.8S,80.5W,76,14,42,01m15s
06775,845 February 10,10:58:55,2584,-14284,102,H,-0.4232,1.0041,37.2S,37.6E,65,343,16,00m22s
06776,845 August 7,00:57:55,2581,-14278,107,A,0.5268,0.9602,46.6N,173.5W,58,197,170,03m54s
06777,846 January 31,00:44:07,2577,-14272,112,P,-1.0889,0.8414,70.0S,32.9W,0,215,,
06778,846 July 27,02:04:20,2573,-14266,117,P,1.2888,0.4684,69.3N,46.2W,0,335,,
06779,846 December 22,05:34:51,2570,-14261,84,T,0.9462,1.009,48.0N,112.8E,18,185,98,00m45s
06780,847 June 16,15:39:22,2567,-14255,89,A,-0.757,0.9937,25.5S,39.1W,41,354,34,00m42s
06781,847 December 11,15:54:14,2563,-14249,94,A,0.2806,0.9654,7.4S,46.0W,74,188,130,04m13s
06782,848 June 5,03:29:17,2559,-14243,99,T,0.0424,1.0545,25.6N,137.0E,87,170,180,04m59s
06783,848 November 29,18:54:07,2556,-14237,104,A,-0.4215,0.9224,46.7S,102.8W,65,18,323,08m06s
06784,849 May 25,20:03:24,2552,-14231,109,T,0.7794,1.0738,69.0N,145.3W,38,139,383,04m22s
06785,849 November 18,17:53:57,2548,-14225,114,P,-1.0962,0.7898,63.2S,141.5E,0,141,,
06786,850 April 16,04:09:53,2545,-14220,81,P,-1.0515,0.9045,61.4S,164.2W,0,295,,
